,ts_code,chairman,manager,secretary,reg_capital,setup_date,province,city,introduction,website,email,office,business_scope,employees,main_business
550,688528.SH,邵泽华,邵泽华,李勇,16800.0,20011230,四川,成都市,公司是从事智能燃气表及综合管理软件的研发、制造、销售和服务的高新技术企业，将精确计量、智能控制、数据通信、信息安全等核心技术与精密仪表制造融合，并提供燃气运营管理软件，形成智慧燃气整体解决方案，致力于实现“安全用气、公平用气、智慧用气”。公司的主要产品为IC卡智能燃气表、物联网智能燃气表及综合管理软件。公司高度重视技术创新，技术水平在行业中处于领先地位。公司2017年和2018年连续入选中国人民大学发布的“中国企业创新能力百千万排行榜1000强”榜单，是燃气表行业唯一入选企业。公司自主研发的“IC卡智能燃气表智能控制技术”、“物联网智能燃气表及其运行体系”、“双向无堵转齿轮传动的燃气表专用机电阀”三项科技成果被鉴定为国际领先。公司是四川省企业技术中心、四川省创新型中小企业、成都市市级工业设计中心、成都市“院士(专家)创新工作站”、成都市新经济百家重点培育企业。公司于2018年被评为―四川企业发明专利拥有量100强‖、―四川企业技术创新发展能力100强‖。,www.cdqckj.com,zhengquanbu@qinchuan-meters.com,四川省成都市龙泉驿区经开区南四路931号,"物联网服务;设计、销售:物联网智能产品、智能仪表、计算机软件产品、传感器、机电产品、仪器仪表;设计、生产、销售:燃气器具、电子产品、仪表、汽车配件;机械加工、喷塑;技术服务;货物及技术进出口。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",542,"从事智能燃气表及综合管理软件的研发,制造,销售和服务,公司的主要产品为IC卡智能燃气表,物联网智能燃气表及综合管理软件."
551,601238.SH,曾庆洪,冯兴亚,眭立,1023792.9138,19970606,广东,广州市,公司是由广州汽车工业集团有限公司、万向集团公司、中国机械工业集团公司、广州钢铁企业集团有限公司、广州市长隆酒店有限公司作为共同发起人，以发起方式设立的大型国有控股股份制企业集团。主要业务包括乘用车、商用车、摩托车、汽车零部件的研发、制造、销售及售后服务，以及汽车相关产品进出口贸易，汽车租赁、二手车、物流、拆解、资源再生，汽车信贷、融资租赁、商业保理、保险和保险经纪，股权投资等。经过多年的资源整合及产业重组，公司已经形成了立足华南，辐射华北、华中、华东和环渤海地区的产业布局和以整车制造为中心，覆盖上游汽车与零部件的研发和下游的汽车服务与金融投资的产业链闭环，是国内产业链最为完整、产业布局最为优化的汽车集团。通过引进、消化、吸收和再创新，积累了国际先进的制造和管理技术，形成了世界级水平的生产体系；整合全球优势资源，形成跨平台、模块化架构的正向开发体系，具备集成创新优势。,www.gac.com.cn,ir@gac.com.cn,广东省广州市天河区珠江新城兴国路23号广汽中心,企业自有资金投资；车辆工程的技术研究、开发；信息技术咨询服务；汽车销售；汽车零配件批发；汽车零配件零售；会议及展览服务；货物进出口(专营专控商品除外)；技术进出口；物业管理。,93854,"主营业务:汽车及配套产品的研发,制造,销售和相关服务,主要产品及服务包括乘用车,商用车,发动机及其他汽车零部件和汽车相关服务."
552,600503.SH,王伟林,王励勋,娄欣,160229.0,19961018,上海,上海市,"公司是上海著名房地产开发集团之一，拥有国家建设部颁发的一级开发资质。公司以地产开发为核心业务，同时涉足建筑装饰(国家一级资质)、绿化环保等相关产业，并正在拓展商业地产、旅游地产、城市基础设施建设等业务。公司还积极开辟第二主业、涉及金融投资、生物制药、新能源、节能环保等股权运作投资,从而逐步培育公司新的业务增长点。公司自创立之日起，就一直专注于上海中心城区精品住宅的开发，以“开发的是土地，经营的是艺术，创造的是价值”为经营理念，凭借专业和富有活力的团队，成功开发了“浦东华丽家族花园”、“华丽家族·古北花园”等沪上知名的精品楼盘，累积数年开发的“檀香别墅”项目更是奠定了公司在上海房地产市场的领先地位。通过多年的经验积累和不断探索，公司已经从单个项目开发、单一的上海城区开发的项目型公司，逐渐发展成多个项目同时开发、跨区域开发的集团化运作的专业房地产开发商。",www.deluxe-family.com,dmb@deluxe-family.com;fangzhibo@deluxe-family.com,上海市长宁区红宝石路500号东银中心B栋15楼,股权投资管理，实业投资，投资咨询及管理。【依法须经批准的项目，经相关部门批准后方可展开经营活动】,289,主营业务:股权投资
553,600439.SH,郑有全,郑文青,胡丽平,113198.544,19991024,河南,许昌市,公司是一家集研制、开发、生产、销售于一体的国内最大的发制品专业公司。公司产品主要为工艺发条、化纤发、女装假发、教习头、男装头套等等系列千余种产品，产品销往北美、西欧、亚洲、非洲等海外市场和国内众多城市。公司科研开发能力强，人发处理技术居于行业领先地位，拥有博士后科研工作站。公司坚持“质量第一，从头做起”的质量方针，率先在国内发制品行业中通过认证。公司充分利用行业优势，以市场为导向，以经济效益为中心，以“创新、创造、实现客户梦想”为使命，以技术进步和提高全员素质为动力，以产品结构调整和产品升级为主线，加大技术创新和产品创造力度，不断提高自主创新和自主研发能力，建设成为拥有自主知识产权和自助知名品牌的国际化企业集团。,www.rebecca.com.cn,rbk600439@rebeccafashion.cn,河南省许昌市瑞贝卡大道666号,生产、销售发制品系列产品及技术服务；生产、销售复合纤维材料(纤维发丝)产品及服务。经营本企业自产产品及相关技术的出口业务；经营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务；经营本企业的进料加工和“三来一补”业务；经营纺织品、美容美发类日用品的销售业务；会务服务。,8991,"主要产品有工艺发条,化纤发,女装假发,教习头,男装头套等各种假发饰品."
554,600993.SH,陈平,夏有章,马倩,43105.3891,19940509,湖北,武汉市,公司专注于医药健康产业，经营业务主要包括药品制造、医药零售及批发以及医疗服务等。一直以来，马应龙始终以肛肠及下消化道领域为核心定位，深化实施品牌经营战略，根据“目标客户一元化、服务功能多元化”的发展思路，向肛肠诊疗产业延伸产业链，大力发展互联网医疗，并围绕大健康领域积极寻求发展机会，形成了药品经营、诊疗技术、医疗服务的全产业链，打造肛肠健康方案提供商，构建商业生态链。公司以肛肠及下消化道领域为核心定位，深化实施品牌经营战略，推行“目标客户一元化，服务功能多元化”的思路，集药品经营、诊疗技术、医疗服务于一体，为肛肠病患者提供综合解决方案。据中康资讯最新《痔疮用药市场竞争态势研究》数据，马应龙在痔疮药品零售市场的占有率达48%，稳居治痔领域领导品牌。,www.mayinglong.cn,stock@my11582.com;maqian1582@sohu.com;zhaozhonghua@wo.com.cn;GYP1582@163.com,湖北省武汉市武昌南湖周家湾100号,中西药制造；企业经营本企业自产产品及相关技术的出口业务；经营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务；经营本企业的进料加工和“三来一补”业务；药用包装材料、化妆品、中药制药机械制造、加工、销售；汽车货运；食品（含保健食品）生产、销售；第一类/第二类医疗器械生产、销售；家庭用品及电子产品的生产、销售；日用品及卫生用品的生产、销售；消毒产品的生产、销售； 互联网药品或医疗器械信息服务。,3079,"马应龙麝香痔疮膏,马应龙麝香痔疮栓,复方甘草合剂,斯普林"
555,600563.SH,严春光,陈国彬,陈宇,22500.0,19981212,福建,厦门市,公司是一家专业从事薄膜电容器和薄膜电容器用金属化膜制造与研发的上市公司。公司通过了IATF16949、ISO9001、ISO14001、OHSAS18001等标准认证，拥有实力雄厚的研发中心和经验丰富的技术服务团队，年产45亿只薄膜电容器及2500吨金属化膜。公司以技术、质量和服务等竞争优势获得了客户的认可，为各类整机客户如照明、通讯、家电、工业控制、新能源汽车等提供薄膜电容器“一站式”解决方案。,www.faratronic.com,cy@faratronic.com.cn;zangzhe@faratronioc.com.cn,福建省厦门市新园路99号,1、薄膜电容器及其金属化镀膜材料的制造；2、研究、开发各类型的高新科技电子基础元器件及相关配套件；高新技术转让；3、批发机械电子设备、日用百货、纺织品、五金交电化工、建筑材料、工艺美术品(不含金银首饰)；4、机电产品、轻工业品、化工产品的进出口和代理业务；本企业自产产品的出口及生产所需物资的进口；加工贸易业务。,2566,"主要产品:薄膜电容器,变压器及金属化膜等."
556,600476.SH,董志宏,张华,孟京京,16107.0,20001017,湖南,长沙市,公司是全国邮政系统重点科研和技术支撑单位。公司主要围绕应用软件、GIS北斗应用、金融智能安防应用、系统集成和产品制造五大主营业务积极推进市场与技术战略实施，拥有平台开发、数据库开发、打印控制、机电一体化、卫星定位与移动通信、GIS、安防监控报警、终端仿真、无线应用、物联网十大核心技术。在软件研发方面，公司致力于成为中国邮政信息化建设的重要支撑单位和服务提供商，全力打造湘邮科技研发品牌，开拓优质外行业市场，努力成为国内IT行业一流的软件开发企业。在产品制造领域，公司以邮政行业应用为核心，快速实现在近似相关行业的复制化应用，致力成为智能终端产品专业提供商；依托邮政平台，打造专业化、规范化的技术服务队伍，成为邮政硬件产品的服务商；以包裹柜产品应用为基础，建立统一的运营管理系统平台，成为邮政智能终端系统运营商。公司先后被认定为“国家邮政局高新技术研究所”、“国家邮政局科技发展中心”、“国家火炬计划软件产业基地长沙软件园骨干企业”；获“高新技术企业认定证书”、ISO9001质量体系认证证书、软件企业CMMI3认定证书等资质证书。,www.copote.com,copote@copote.com;shixu@copote.com,湖南省长沙市国家高新区麓谷基地玉兰路2号,研制、开发、生产、销售计算机软、硬件及邮电高科技电子产品；设计、安装、维护计算机网络工程、无线通信工程、电子信息系统集成、安全技术防范系统；第二类增值电信业务中的信息服务业务(不含固定网电话信息服务)；移动通信直放站无线寻呼发射机、机械设备、五金交电、建筑材料、日用百货、日用杂品、化工原料及化工产品(不含危险化学品及监控品)、金属材料的销售；承接邮电高新技术课题的研究并提供科技成果引进、转让、咨询服务；从事商品和技术的进出口业务；手机、通信终端设备、北斗卫星导航应用终端设备的研发和制造；自有房屋租赁、自有场地租赁，汽车租赁，机电设备租赁与售后服务；劳动力外包服务(不含劳务派遣)。(依法须经批准的项目，经相关部门批准后方可开展经营活动),401,"主要产品:系统集成,产品销售,房地产,软件,设计.主营业务:邮政及其他行业软件开发,系统集成,设备制造及产品代理销售等."
557,603855.SH,胡志荣,胡志荣,郑晓荣,33719.0,20101215,上海,上海市,公司是国内领先的防爆电器、专业照明设备供应商，主要从事防爆电器、专业照明设备等的研发、生产和销售。依托多年积累形成的研发设计能力、生产制造能力，公司能够为客户提供全面的产品配套、个性化的定制设计以及全方位的防爆电器、专业照明整体解决方案，产品广泛应用于石油、化工、天然气、海洋平台、煤矿、部队、公安、消防、铁路、公路、港口、场馆等领域，在业内享有良好的口碑和较高的声誉。公司管理全面与国际先进水平接轨，率先通过IS09001质量管理体系、ISO14001环境管理体系、ISO10012测量管理体系及OHSAS18001职业健康安全管理体系认证，同时获得美国FM/UL、欧盟ATEX、国际IECEx、俄罗斯CU TR、巴西INMETRO认证等国际质量标准认证，并担任中国电器工业协会常务理事单位、中国防爆电器协会副理事长单位、上海照明电器协会副会长单位。公司先后荣获“上海市文明单位”、“上海市著名商标”、“上海市名牌产品”、“上海市级企业技术中心”、“上海市高新技术企业”、“上海市创新型企业”、“标准化良好行为AAAA级企业”、“上海市平安示范单位”、连续10年荣膺“嘉定先进制造业综合实力金奖”等荣誉称号，被国家质检总局授予“中国出口产品质量安全示范企业”。,www.warom.com,warom@warom.com;zxr@warom.com;hrzhd@warom.com,上海市嘉定区宝钱公路555号,电器科技领域内的技术开发、技术转让、技术咨询、技术服务，防爆电器、防爆灯具、照明灯具、 消防照明灯具、 船用配套设备、防爆管件、防爆仪表、防爆变压器、防爆电机、配电箱、低压电器元件、空调设备、电子元器件、仪器仪表、风机、模具、 塑料制品、配电开关控制设备的生产、销售， 工业机器人、防爆机器人的设计、组装及销售， 防爆电气、 防爆电器的安装、 维护、检修，防爆灯具、 照明灯具的安装、维护、检修，道路照明工程，防爆及非防爆监控、通讯、网络系统及设施（厂用/矿用图像监控系统，厂用/矿用无线通信、人员定位和紧急广播系统，网络交换机）的生产、销售自产产品，从事货物及技术的进出口业务，工程管理服务，工业自动化领域内的技术开发、技术咨询、技术转让、技术服务，节能减排、新能源领域内的技术开发、技术咨询、技术转让、技术服务，合同能源管理，电气产品生产，电力设备安装（除承装、承修、承试电力设施），机电设备安装（除特种设备），建筑智能化建设工程及施工。【依法须经批准的项目，经相关部门批准后方可开展经营活动】。,1914,"主要产品:厂用防爆电器,矿用防爆电器和专业照明设备.主要业务:防爆电器,专业照明设备等的研发,生产和销售."
558,601118.SH,王任飞,李超,董敬军,427942.7797,20050329,海南,海口市,公司是集天然橡胶研发、种植、加工、橡胶木加工与销售、贸易、金融、仓储物流、电子商务及现代农业等为一体的大型综合企业集团。公司承袭了海南农垦在橡胶行业的主导地位，一直是国内天然橡胶行业标准制定的参与者和推动者，也是国内少数能大规模生产特种胶和专业胶等高品质产品的生产企业之一。公司加大走出去力度，继参与收购世界最大橡胶贸易公司之一的新加坡R1公司股权之后，又相继在东南亚进行战略布局，加快国际化并购步伐。海胶集团还积极进行胶园综合利用开发，利用低产胶园发展热带高效农业、休闲农业和现代农旅结合产业，实现双轮驱动发展，增强抗风险能力和可持续发展能力。,www.hirub.cn,info@hirub.cn;dongjj@hirub.cn;tongn@hirub.cn,海南省海口市龙华区滨海大道103号财富广场4楼,天然橡胶生产、种植、加工、销售、仓储、运输、电子商务服务、软件开发，农业种植，化肥销售，土地租赁，土地开发，畜牧业，养殖业， 木业，旅游项目开发，酒店，建筑材料销售，机器制造，通讯，进出口贸易，包装业，广告、 费用报账、会计核算、资金结算、会计服务。 （最终经营范围以工商核准登记为准）,18020,"主营天然橡胶的种植,加工,销售,以及橡胶林木的采伐和销售."
559,601919.SH,许立荣,杨志坚,郭华伟,1225952.9227,20070105,天津,天津市,公司是中远海运集团航运及码头经营主业上市旗舰企业和资本平台。公司旗下的集装箱航运板块，主要经营国际、国内海上集装箱运输服务及相关业务，共经营230余国际航线(含国际支线)、50余条中国沿海航线及80余条珠江三角洲和长江支线，在全球约90余个国家和地区的290余个港口均有挂靠，旗下集装箱船队运力规模排名稳居世前列，集装箱码头年总吞吐量排名蝉联世界第一。公司通过自营集装箱船队，开展以集装箱为载体的货物运输及相关业务。在“全球化、端到端、数字化、双品牌”四大发展战略指引下，致力于推动公司整体提质增效，以及不断提升为客户创造价值服务的能力，努力将公司打造成为世界一流的集装箱海运综合服务商。公司坚持以全球化眼光和国际化思维，聚焦世界贸易格局变化，把握新兴经济体发展和中国扩大进口市场机遇，积极顺应“一带一路”倡议及中国企业“走出去”战略深入推进，充分整合、持续优化全球网络资源，提升盈利能力和抗周期能力。,hold.coscoshipping.com,guo.huawei@coscoshipping.com;investor@coscoshipping.com,上海市东大名路658号8楼,国际船舶运输公司的投资与管理，提供与国际船舶运输配套的服务；实业项目投资与管理；码头投资；从事海上、航空、陆路国际货运代理业务，国际船舶代理；国内船舶代理，货物运输代理；船舶与集装箱生产、销售、租赁、维修；仓储、装卸；运输方案设计；信息服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,27179,"主营业务:国际,国内海上集装箱运输服务及相关业务."
560,600477.SH,单银木,单际华,姚涛,215373.7411,20001228,浙江,杭州市,公司主营业务包括多高层钢结构、轻钢结构、空间钢结构、建材产品，专业设计、制造、施工(安装)厂房钢结构、多(超)高层钢结构、大跨度空间钢结构、钢结构住宅、绿色建材(包括TD、钢筋桁架、钢筋桁架模板及连接件、CCA墙体部件、防火包梁柱体系等产品)。公司是建筑钢结构定点企业、国家火炬计划重点高新技术企业、国家住宅产业化基地和装配式建筑产业基地。公司拥有房屋建筑工程施工总承包壹级资质、建筑行业工程设计乙级资质、钢结构工程专业承包壹级资质、中国钢结构制造企业资质(特级)、轻型钢结构工程设计专项甲级资质、钢结构专项施工壹级资质，同时拥有美国钢结构协会AISC认证、新加坡SSSS认证、欧盟EN1090认证、ISO9001质量管理体系认证、ISO14001环境管理体系认证、ISO45001职业健康安全管理体系认证、ISO3834欧盟焊接管理体系认证、ISO10012AAA测量管理体系认证、GB/T50430工程建设施工企业质量管理规范认证、对外承包企业信用等级证书(A级)。公司主编、参编多项国家、地方、行业标准及规程规范，获得多项工程获鲁班奖、中国钢结构金奖、省(市)钢结构金奖等行业奖项。,www.hxss.com.cn,hx@hxss.com.cn;lou.yina@hxss.com.cn;yao.tao@hxss.com.cn,浙江省杭州市上城区中河中路258号瑞丰大厦3-7楼,开展对外承包工程业务(范围详见《中华人民共和国对外承包工程经营资格证书》)；钢结构工程的制作、安装、技术咨询及技术服务；培训服务(不含办班培训)，企业管理咨询，企业品牌管理；地基与基础施工；专项工程、建筑工程设计(范围详见设计证书)、房屋建筑工程施工；经营进出口业务。,5502,"主要产品:轻型钢结构,多高层钢结构,商品销售."
561,600251.SH,刘中海,肖莉,金建霞,78484.2008,19991230,新疆,铁门关市,"公司是集番茄制品、制糖、有机农业、棉花加工、果品仓储、名优特干果等农产品深加工、销售及国投罗钾、国电开都河水电、电子商务、大数据智慧产业园等对外项目投资于一体的集团化上市公司，已形成了产业多元发展、“主业+投资”双轮驱动的发展格局。冠农番茄制品是目前拥有国内单体产能最大的工厂，日处理番茄原料能力达到8,750吨，品质稳定，是本地生产规模最大、技术力量和产业带动能力最强、成品出口率最佳的番茄深加工及其制品制造企业。公司已通过出口食品企业卫生注册登记、ISO9000质量管理体系认证、HACCP食品安全控制体系认证、犹太认证和绿色食品质量认证等。公司拥有自己的研发机构－技术中心，在确保雄厚的技术力量支持的前提下，获得“兵团首批科技创新试点企业”、“自治区级企业技术中心”等称号。近年来，公司通过自主开发和联合开发的番茄丁、番茄汁等果蔬制品已形成产业化规模生产；公司的立式连续结晶罐技术专利，可实现甜菜制糖结晶工艺的连续化和自动化，解决了甜菜制糖的结晶过程无法连续化的问题，技术性能指标达到国内先进水平。",www.gngf.cn,jinjianxia@163.com;cl6828@163.com;gn600251@163.com;wang28850@163.com,新疆维吾尔自治区库尔勒市团结南路48号小区,棉花、蔬菜、果业种植、加工及销售；籽棉、皮棉、农产品的收购、加工及销售；颗粒粕的加工、销售；食品的生产、加工及销售；包装制品的开发、加工、销售；鹿产品的加工及销售； 农业综合开发；一般货物与技术的进出口经营；机械设备、场地、房屋的租赁；物业管理；电子商务；仓储服务；物流及供应链管理；皮棉、棉短绒、棉籽、棉纱、塑料制品、纸浆、纸制品、金属材料、橡胶制品、沥青、木材、煤炭、机械设备、电子产品、化肥、铁矿粉、炉料、机电设备、五金交电、百货、建筑材料、化工产品、 钢材的销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,655,"主要产品及提供的劳务:果蔬制品,皮棉,白砂糖.主营业务:白砂糖,酒精,番茄浓缩酱,棉花,干果产品的加工和销售以及仓储业务."
562,600549.SH,黄长庚,吴高潮,周羽君,140604.62,19971230,福建,厦门市,公司是国家级重点高新技术企业、国家火炬计划钨材料产业基地、国家首批发展循环经济示范企业，是国家六大稀土集团之一。公司主要从事钨精矿、钨钼中间制品、粉末产品、丝材板材、硬质合金、切削刀具、各种稀土氧化物、稀土金属、稀土发光材料、磁性材料、贮氢合金粉、锂电池材料及其他能源新材料的研发、生产和销售，兼营房地产开发与经营。钨产业经过多年的发展已形成从钨矿山、冶炼、深加工到钨二次资源回收的完整钨产业链，其中灯用钨丝占世界市场的50%以上份额，钨冶炼和粉末产品、超细晶硬质合金处于国内领先水平，在国际上也有一定的影响力。稀土产业形成了从稀土矿山开发、冶炼分离、稀土功能材料(稀土永磁材料、储能材料、发光材料等)和科研应用等较为完整的产业体系。能源新材料领域建设了锂电正极材料和镍氢电池负极材料(贮氢合金)两大产品线，其中锂电正极材料包括了钴酸锂、三元材料、锰酸锂和磷酸铁锂等产品。,www.cxtc.com,600549.cxtc@cxtc.com;xtc@public.xm.fj.cn,福建省厦门市思明区展鸿路81号特房波特曼财富中心A座21-22层,钨、稀土投资；钨及有色金属冶炼、加工；钨合金、钨深加工产品和稀有稀土金属深加工产品的生产和销售；金属、木料、塑料、布包装制品的生产和销售；粉末、硬质合金、精密刀具、钨钼丝材、新能源材料和稀有稀土金属的制造技术、分析检测以及科技成果的工程化转化；房地产开发与经营；出口本企业生产加工的产品和进口本企业生产所需的生产技术、设备、原辅材料及备品备件(计划、配额、许可证及自动登记的商品另行报批)；加工贸易。,13644,"主营业务:钨精矿,钨钼中间制品,粉末产品,丝材板材,硬质合金,切削刀具,各种稀土氧化物,稀土金属,稀土发光材料,磁性材料,贮氢合金粉,锂电池材料及其他能源新材料的研发,生产和销售,兼营房地产开发与经营.主要产品:钨钼材料,稀土,电池材料产品"
563,600020.SH,马沉重,王铁军,杨亚子,224737.1832,20001228,河南,郑州市,公司主要经营高等级公路、大型和特大型独立桥梁等交通基础设施项目投资、经营管理和维护。公司路桥运营资产主要为京珠国道主干线郑州至漯河高速公路、漯河至驻马店高速公路，以及郑州黄河公路大桥，主营业务收入为郑漯高速公路、漯驻高速公路和郑州黄河大桥车辆通行费收入。公司所拥有郑漯高速和漯驻高速位居京珠国道主干线通道全线的中部，为京珠国道主干线河南省境内交通最为繁忙的路段之一。,www.zygs.com,zygsdmc@163.com;zygs600020@163.com,河南省郑州市郑东新区农业东路100号,高等级公路、大型和特大型独立桥梁等交通基础设施项目投资、经营管理和维护；高科技项目投资、开发； 机械设备租赁与修理；汽车配件、公路建筑材料、机电产品（不含汽车）、家具、百货、土特产品、工艺美术品、服装鞋帽、家用电器的销售；卷烟、雪茄烟（凭证），饮食、住宿服务、副食销售（凭证），音像制品、书刊杂志出租、零售（凭证）（ 以上范围限分支机构经营）；技术服务、咨询服务；车辆清洗服务；货物配送（不含运输）；房屋租赁；加油站设施、设备租赁；实物租赁；高速公路自有产权广告牌租赁、服务区经营管理。（以上范围凡需审批的，未获批准前不得经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,3312,主营业务:经营管理郑州至漯河高速公路和郑州黄河公路大桥.
564,603960.SH,谈士力,谈士力,曹卫红,26094.45,20030530,上海,上海市,公司是柔性自动化装备与工业机器人系统应用供应商，致力于非标智能装备、工业机器人系统集成的研究、开发、制造，产品广泛应用于汽车、电子、轻工、机械等行业。公司产品可分为柔性自动化生产线与工业机器人系统应用两大类，主要应用在汽车电子、汽车内饰等领域；从设备功能上看，产品涵盖装配线、检测线、焊接线、喷涂线、折弯线等各类非标智能装备。随着业务经验与研发技术的积累，公司在数字化系统集成创新、柔性自动化生产线工装夹具的参数化与模块化设计、电驱动系统的精确分析计算与实验、快速成型与模拟仿真等环节理解力不断加深，在汽车领域做深、做强的基础上，凭借市场美誉度着手新的市场开拓。公司先后成为上海市小巨人培育企业和上海市高新技术企业，研发团队曾多次获上海市科技进步二等奖及三等奖，同时是上海市工业机器人协会的会员单位，上海市机器人学会副理事长单位。,www.sh-kelai.com,kelai.jidian@sh-kelai.com,上海市宝山区罗东路1555号,工业自动化设备、机电一体化设备及产品技术的“四技”服务；工业自动化生产系统设备，机电一体化产品及设备，电子控制及气动元器件，现代展示设备，设计，制造，安装，调试，维修，保养；从事货物及技术进出口业务; 物业管理。（依法须经批准的项目，经相关部分批准后方可开展经营活动）。,709,"主要产品:柔性自动化生产线与工业机器人系统.主要业务:现代机电智能装备,工业机器人系统集成的研究,开发,制造."
565,600967.SH,李全文,魏晋忠,王彤,168963.1817,20001229,内蒙古,包头市,公司是国家重要的集履带式、轮式、轨道式重型车辆于一体的产业化基地，也是国家保军骨干企业，内蒙古自治区最大的装备制造业企业。2016年，公司实现了军工资产整体上市，并被列为国家混合所有制改革试点单位。公司军品已形成轮履结合、轻重结合、车炮一体协调发展，服务于陆、海、空、火箭军等多军兵种的研制生产格局，实现了涵盖战斗、保障、火力打击和一体化信息装备的拓展转型，成为国家唯一的主战坦克和8×8轮式战车研发制造基地。民品业务，铁路车辆目前可研制生产敞车、罐车、平车、棚车、漏斗车、专用车六大系列五十多个型号的货车产品，载重覆盖60吨、70吨、80吨到100吨的全系列车型，具备年造整车8000辆及配套核心零部件的生产能力。石油机械可生产钻杆、钻铤及油杆、油管等产品，是行业内集钻井设备和采油设备为一体的最大石油机械供应商，现有包头、侯马、秦皇岛三大生产基地。并成功开发了华北油田、大港油田、华油集团、延安油气集团等市场，成为中石油、中石化、中海油、延长石油的核心供应商。工程机械在引进吸收国外先进技术的基础上，研制生产出“大地牌”420、320、230、160马力系列推土机，成为中国工程机械的知名品牌。,yjjt.norincogroup.com.cn,bfcyzqb@sina.com;bcssh@163.com;liangyanandy@163.com,内蒙古自治区包头市青山区民主路,坦克装甲车辆及轮式装甲车辆设计、研发、制造、销售及售后服务；机械制造；汽车、专用汽车、铁路车辆、工程机械整车及零配件设计、研发、制造、采购、销售及售后服务；本企业生产所需原辅材料、机械设备、仪器仪表及技术的进口业务；冶炼冲锻工具制造、计算机软件、集装箱配件、金属制品、非金属制品、橡胶制品、塑料制品、铸造材料、模具、普通机械、环保设备、回转支承产品、压力容器产品、特种防护产品、安全应急装备设计、研发、制造、销售及售后服务；铁路机车、货车、客车零部件以及高铁零部件的研制、开发、生产、销售；航空、航天、船舶机械、石油机械、煤炭机械、包装机械、电力设备、风力发电设备零部件的研制、开发、生产、采购、销售及技术服务；矿山机械、液压成型设备及元部件设计、开发、生产、采购、销售及技术服务；煤机设备制造、销售及维修；进出口业务经营(国家禁止或限制公司经营的商品和技术除外)；机械设备安装；特种车辆及零部件研制、开发、生产、采购、销售、维修及技术服务；技术服务；产品试验检测；金属材料、建筑材料、化工产品(危险品除外)的购销；冶金机械；铸造、机械加工、精密加工、装配焊接、组焊装配、数控切割、冲压、特种材料处理、热处理、表面热处理、防腐涂装、劳务分包、仓储、装卸、采掘工程承包，自有房屋租赁，机械设备租赁及其技术咨询服务；普通货运；氮气制品、氩气制品、二氧化碳制品、氧气制品生产、销售；检测和校准技术服务；机电设备保全、修理(安装)、改造。(依法须经批准的项目，经相关部门批准后方可开展经营活动),7351,"铁路车辆,专用汽车,冶金机械"
566,600479.SH,江端预,蹇顺,朱溧,41850.7117,19930813,湖南,株洲市,公司主要从事中成药、化学药和女性卫生用品的研制、生产和销售以及药品的批发和零售业务。主要产品有：妇科千金片(胶囊)、补血益母颗粒、养阴清肺糖浆、千金椿乳凝胶、痛经宁糖浆(胶囊)、乳癖康胶囊妇科调经片、千金宁洗液、千金止带丸、八珍益母片、加味逍遥丸、乳泉颗粒等。公司的主导产品妇科千金片、妇科千金胶囊是国家中药保护品种、国家基本药物目录品种、国家基本医疗保险目录甲类品种、《中国药典》收载品种，以及唯一列入国家秘密技术的妇科中成药品种。公司已初步构建了包括医药制造、医药流通和中药种植在内的医药全产业链业务架构。公司秉承“跳出妇科，做女性健康系列；跳出本业，做中药衍生系列”的发展战略，以妇科中药为核心，逐步向女性大健康产业领域延伸。千金净雅卫生棉巾逐渐成为继妇科千金片之后公司的又一明星产品。,www.cnqjyy.com,qjyydb@qjyy.com;xaw_333@sina.com;qianjin@cnqjyy.com,湖南省株洲市天元区株洲大道801号,研制、生产、销售药品、食品、保健食品、消毒产品、化妆品，野生动植物加工销售，进出口业务(以上国家法律、法规有专门规定的，在本企业许可证核定范围内经营)。,5028,"主要产品:妇科千金片(72片),妇科千金片(108片)."
